course,question,optionA,optionB,optionC,optionD,correctAnswer,,,,,,,,,,,,,,,,
CHE102,The name of this compound is,1-Ethyl-5-methyl-2-isopropylcyclohexane,4-Ethyl-3-isopropyl-1-methylcyclohexane,2-Ethyl-1-isopropyl-5-methylcyclohexane,1-Ethyl-2-isopropyl-4-methylcyclohexane,D,,,,,,,,,,,,,,,,
CHE102,Hexene and 2-hexene are,Functional group isomers,Chain isomers,Alkene isomers,Position isomers,D,,,,,,,,,,,,,,,,
CHE102,These two compounds are,Position isomers,Functional group isomers,Ether-alcohol isomers,Chain isomers,B,,,,,,,,,,,,,,,,
CHE102,These compounds are,Cycle-alkene isomers,Functional group isomers,Chain-cycle isomers,Position isomers,C,,,,,,,,,,,,,,,,
CHE102,The name of this compound is,trans-2-methylhex-3-ene,Trans-3-methylhex-3-ene,Cis-3-methylhex-3-ene,Trans-2-methylhex-2-ene,C,,,,,,,,,,,,,,,,
CHE102,How many chiral centres are there in the structure?,1,2,3,4,D,,,,,,,,,,,,,,,,
CHE102,An optical isomer has all except,has a chiral centre,rotates plane polarised light,has a mirror image,is superimposable on its mirror image,D,,,,,,,,,,,,,,,,
CHE102,Name the compound,2-Ethyl-4-cyclopentylhexane,3-Methyl-4-cyclopentylheptane,3-Cyclopentyl-5-methylheptane,3-Methyl-6-cyclopentylheptane,C,,,,,,,,,,,,,,,,
CHE102,This compound is,4-Methyl hex-2-en-5-yne,4-Methylhex-1-yne-4-ene,4-methyl hex-4-en-1-yne,4-methyl hex-2-en-1-yne,C,,,,,,,,,,,,,,,,
CHE102,The name of this compound is,2-Ethyl-4-methylcyclohexene,3-Ethyl-5-methyl cyclohexene,5-Ethyl-3-methylcylohexene,1-Ethyl-5-methylcyclohex-2-ene,B,,,,,,,,,,,,,,,,
CHE102,Chain isomers are: compounds that have the same molecular formula but differ in,Optical arrangement,Functional groups,Spatial arrangement of atoms,Bonding arrangement of radicals,D,,,,,,,,,,,,,,,,
CHE102,How many structural isomers can you write for C5H12,4,3,2,5,B,,,,,,,,,,,,,,,,
CHE102,How many saturated cycles can you write from C5H10,5,4,2,3,D,,,,,,,,,,,,,,,,
CHE102,Which experiment will distinguish between,Ignition,Sodium,Bromination,Solubility test,C,,,,,,,,,,,,,,,,
CHE102,The suffix of the compound: CH3–CH2–CH2CH=C–COOH | CH2–CH3,Hexenoic acid,Hex-2-enoic acid,Hex-4-enoic acid,Hex-3-enoic acid,B,,,,,,,,,,,,,,,,
CHE102,The name of this compound is: Cl,5-chloro-3-methylpentene,5-chloro-3-methylpent-3-ene,1-chloro-2-methylpent-2-ene,1-chloro-3-methylpent-2-ene,D,,,,,,,,,,,,,,,,
CHE102,This compound is: Cl,3-chloro-4-ethylhept-3-ene,3-chloro-3-ethylhept-3-ene,4-chloro-3-propylhex-3-ene,5-chloro-4-ethylhept-4-ene,A,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of the compound?,Cyclohexanecyclopentane,Cyclohexylcyclopentane,Cyclopentylcyclohexane,Cyclopentanecyclohexane,C,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of this compound is: CH3–CH2–CH2–CH2–O–CH2–CH3,Ethyl butyl ether,Butyl ethyl ether,Butoxyethane,Ethoxybutane,D,,,,,,,,,,,,,,,,
CHE102,One of these compounds will not be optically active,Chlorobromolodometane,Chloro-2-methylpropane,2-chloro-2-methylpropane,2-chloropropane,C,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of this compound?,4-Ethyloct-6-en-3-yne,4-Ethyloct-2-en-5-yne,5-Ethyloct-2-en-5-yne,4-Ethyloct-2-en-3-yne,B,,,,,,,,,,,,,,,,
CHE102,a and b are,Functional group isomers,Tautomers,Alkene isomers,Position isomers,D,,,,,,,,,,,,,,,,
CHE102,Give the name of the compound.,3–secbutylhept-1-en-4-yne,5-isopropylhept-1-en-3-yne,3-isopropyl hept-6-en-3-yne,4-vinyl-3-methyloct-3-yne,A,,,,,,,,,,,,,,,,
CHE102,CH2=CHCl is,Allyl chloride,Ethyl chloride,Vinyl chloride,Chloroethylidene,C,,,,,,,,,,,,,,,,
CHE102,The different parts of a systematic name include all of these except,suffix,Principal chain,Straight chain,prefix,C,,,,,,,,,,,,,,,,
CHE102,The prefix for this compound,3-Butyl-5-methyl,5-butyl-7-methyl,3-methyl-4-butyl,5-butyl-3-methyl,D,,,,,,,,,,,,,,,,
CHE102,The name of this compound is,2-methylheptyne,2-methylhept-3-yne,2-methylhept-4-yne,6-methylhept-3-yne,D,,,,,,,,,,,,,,,,
CHE102,The melting point of members of carboxylic acid homologous series,A increases up the series,B decreases up the series,C the even carbon acids have higher melting points than their immediate higher and lower members,D show no definite trend in the series,C,,,,,,,,,,,,,,,,
CHE102,The melting points of structural isomers of carboxylic acid series are ___ their normal chain counterpart,Lower than,higher than,the same as,not defined,A,,,,,,,,,,,,,,,,
CHE102,Carboxylic acids have higher boiling points due to,the alkyl chain,hydrogen bonding,carboxyl group,carboxylic acid bonding,B,,,,,,,,,,,,,,,,
CHE102,What are the products of this reaction; 2Na + 2H2O?,2NaOH + H2,N2 + HNO3,NO2 + O2 + BaO,None of the above,A,,,,,,,,,,,,,,,,
CHE102,What is a halogen?,Member of group 19 or 0 in the periodic table,Most electronegative elements,Member of group 1,Member of group 2,B,,,,,,,,,,,,,,,,
CHE102,Which of the following elements is not a halogen?,H,Cl,I,Br,A,,,,,,,,,,,,,,,,
CHE102,Balance this equation; CH3COOH + NaOH,CH3COONa + H2O,NaCl + H2O,K2O,MgCl2 + H2O,A,,,,,,,,,,,,,,,,
CHE102,What is the principal use of lithium salts?,Treatment of certain mental disorder,Battery acid,Commercial train,Fertilizers,A,,,,,,,,,,,,,,,,
CHE102,Potassium sulphate and phosphate are used as,Battery electrolyte,Electrodes,Fertilizers,Fermentation,C,,,,,,,,,,,,,,,,
CHE102,The major use of bromine is in,Production of insecticides,Isolation of metals,Finding of worms,Grilling of meat,A,,,,,,,,,,,,,,,,
CHE102,Calcium carbide is used in,Calcinations,Production of acetylene used for welding purposes,Rat poisoning,Chrome plating,B,,,,,,,,,,,,,,,,
CHE102,Complete the following reactions; 2Na + Cl2 ?,2NaCl,BaSO4,MgO,PbSO4,A,,,,,,,,,,,,,,,,
CHE102,The products of pyrolysis of 2NaNO3 are,2NaNO2 + O2,NaCl,KCl,PbO,A,,,,,,,,,,,,,,,,
CHE102,Sodium and potassium are best prepared by,Hydrolysis of their salts,Electrolysis of their eutectic mixtures,Reaction of their oxides with carbon,Reduction of their oxides with hydrogen,B,,,,,,,,,,,,,,,,
CHE102,Complete this reaction Zn + 2HCl ?,ZnO + O2,MgO + H2,ZnCl2 + H2,ZnO + HCl,C,,,,,,,,,,,,,,,,
CHE102,Complete this reaction; 2Na + 2NH3 ?,NaH2,NaCl,NaHg,NaNH2 + H2,D,,,,,,,,,,,,,,,,
CHE102,Radium is not stable because it is,Radioactive with short half-life,Very stable,Dormant,Ionic,A,,,,,,,,,,,,,,,,
CHE102,The product of the pyrolysis of Ca(NO3)2 are,Ammonia,Oxide,CaO + NO2 + O2,Barite,C,,,,,,,,,,,,,,,,
CHE102,The reaction between Ca(HCO3)2 and 2HCl produces,CaCl2 + H2O + CO2,CaSO4,Ca3PO4,MnO,A,,,,,,,,,,,,,,,,
CHE102,Ionization energy decreases along the period,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Ionization energy increases along the period,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Atomic radius decreases along the period,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Atomic radius increases along the period,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Ionization energy decreases down the group,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Ionization energy increases down the group,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Atomic radius decreases down the group,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Atomic radius increases down the group,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Atomic radius remains unchanged down the group,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Sodium chloride is less soluble in water than in solution of sodium sulphate,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Potassium chloride is more soluble in water than in solution of sodium chloride,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Balance the equation 2LiH + H2O ?,Li3N,LiF,LiCl,LiOH + H2,D,,,,,,,,,,,,,,,,
CHE102,Balance the equation CaC2 + 2H2O ?,C2H2 + Ca(OH)2,CaO,CaOCl,Ca3(PO4)2,A,,,,,,,,,,,,,,,,
CHE102,Mention the use of CaCO3,Manufacture of cement,Blending of salt,Cure of hepatitis,Production of acetylene,A,,,,,,,,,,,,,,,,
CHE102,The most abundant element in the earth crust is,Oxygen,Argon,Neon,Krypton,A,,,,,,,,,,,,,,,,
CHE102,Lithium hydride is an example of,Interstitial hydride,Ionic hydride,Covalent hydride,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Lithium hydride is an example of,Interstitial hydride,Ionic hydride,Covalent hydride,None of the above,C,,,,,,,,,,,,,,,,
CHE102,Which of these is not a hydride,Methane,LiH,MgH2,CaCl2,D,,,,,,,,,,,,,,,,
CHE102,Diamond has which hybridization?,Sp,Sp2,Sp3,Spd,C,,,,,,,,,,,,,,,,
CHE102,Graphite has which hybridization?,Sp,Sp2,Sp3,Spd,B,,,,,,,,,,,,,,,,
CHE102,What is the major source of francium?,Nuclear reactor,Nitrogen,Gallium,Cocaine,A,,,,,,,,,,,,,,,,
CHE102,Barite is the source of,Barium,Strontium,Silver,Gold,A,,,,,,,,,,,,,,,,
CHE102,Is graphite convertible to diamond?,Yes,No,Uncertain,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Electrolysis of water produces,Hydrogen and oxygen,Nitrogen and coke,Cola nut,Bitter cola,A,,,,,,,,,,,,,,,,
CHE102,Balance this equation; Sr(OH)2 + 2HNO3 ?,Sr(NO3)2 + 2H2O,BaSO4,BaO,Phosphorus,A,,,,,,,,,,,,,,,,
CHE102,Balance the reaction’s equation; CaC2 + N2 ?,Chlorine,Argon,Ca(CN)2,Methane,C,,,,,,,,,,,,,,,,
CHE102,Example of amorphous solid is,Gold,Glass,Silver,Mites,B,,,,,,,,,,,,,,,,
CHE102,The product of this reaction Ca + 2C is,CaC2,Mallot,Margot,Mould,A,,,,,,,,,,,,,,,,
CHE102,The characteristics of alkali metal compounds is that they are,White and form colourless solution in water,Insoluble in water,Black in colour,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is otherwise known as grain alcohol?,Propanol,Butanol,Ethanol,Methanol,C,,,,,,,,,,,,,,,,
CHE102,Alcohols have higher boiling points than do alkanes of similar molecular weight because,Oxygen is present in alcohols which is deficient in alkanes,Strong ionic bonding is present in alcohols while covalent bonding is present in alkanes,Interaction between oxygen of the hydroxyl group with other molecules of alcohols which is absent in alkanes,Alkanes are largely hydrocarbons which mostly are in gaseous states,C,,,,,,,,,,,,,,,,
CHE102,The carbon atom bonded to a hydroxyl group is called,carbol,carbocation,carbinol,carbene,C,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2CH(OH)CH3?,Butan-1-ol,Butan-2-ol,Propan-2-ol,2-Methylpropan-2-ol,B,,,,,,,,,,,,,,,,
CHE102,Which reagent converts a primary alcohol to an aldehyde without further oxidation?,NaBH4,CrO3/H2SO4,PCC,H2/Pt,C,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3CHO with HCN produces what?,A ketone,A cyanohydrin,An alcohol,An ester,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is a tertiary alcohol?,CH3CH2OH,(CH3)2CHOH,(CH3)3COH,CH3CH(OH)CH2CH3,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the dehydration of ethanol at 140°C with H2SO4?,Ethene,Ethane,Ethyl ether,Acetaldehyde,A,,,,,,,,,,,,,,,,
CHE102,Which functional group is present in CH3COCH3?,Aldehyde,Ketone,Alcohol,Ester,B,,,,,,,,,,,,,,,,
CHE102,The oxidation of a secondary alcohol with chromic acid yields what?,A primary alcohol,An aldehyde,A ketone,A carboxylic acid,C,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH=CHCH3?,But-1-ene,But-2-ene,2-Methylpropene,1-Butene,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a characteristic of alkanes?,Saturated hydrocarbons,Highly reactive,Single bonds only,Flammable,B,,,,,,,,,,,,,,,,
CHE102,What gas is produced when ethanol reacts with sodium metal?,Hydrogen,Oxygen,Nitrogen,Carbon dioxide,A,,,,,,,,,,,,,,,,
CHE102,The product of the reaction of CH3MgBr with formaldehyde followed by hydrolysis is,Methanol,Ethanol,Propanol,Isopropanol,A,,,,,,,,,,,,,,,,
CHE102,Which of these compounds is an aldehyde?,CH3CH2CHO,CH3COCH3,CH3CH2OH,CH3COOH,A,,,,,,,,,,,,,,,,
CHE102,What is the hybridization of the carbon atom in a carbonyl group?,sp,sp2,sp3,sp3d,B,,,,,,,,,,,,,,,,
CHE102,Which reagent is used to convert an alkene to a diol?,H2SO4,KMnO4,OsO4,HBr,C,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3COCl with CH3CH2MgBr followed by hydrolysis yields what?,A primary alcohol,A secondary alcohol,A tertiary alcohol,A ketone,C,,,,,,,,,,,,,,,,
CHE102,Which of the following has the highest boiling point?,Propane,Propanol,Propanal,Propanone,B,,,,,,,,,,,,,,,,
CHE102,What is the product of ozonolysis of 1-butene followed by reductive workup?,Ethanal,Methanal and ethanal,Propanal,Methanal,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is a meta-directing group in benzene?,–NH2,–CH3,–NO2,–OH,C,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of (CH3)2C=CH2?,2-Methylpropene,1-Butene,2-Butene,Isobutene,A,,,,,,,,,,,,,,,,
CHE102,Which element in Group 17 is the most reactive?,Fluorine,Chlorine,Bromine,Iodine,A,,,,,,,,,,,,,,,,
CHE102,The product of the reaction of CH3CH2COOH with LiAlH4 followed by hydrolysis is,Propanol,Propanal,Propane,Propanoic acid,A,,,,,,,,,,,,,,,,
CHE102,What is the common name for CH3COOH?,Formic acid,Acetic acid,Propionic acid,Butyric acid,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is a characteristic of noble gases?,Highly reactive,Partially filled orbitals,Stable electron configuration,Strong metallic bonds,C,,,,,,,,,,,,,,,,
CHE102,The reaction of an alkene with Br2 produces what?,A dibromide,An alcohol,A diol,A ketone,A,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2OCH2CH3?,Ethoxyethane,Diethyl ether,Ethyl methyl ether,Butoxyethane,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a product of complete combustion of a hydrocarbon?,CO2,H2O,CO,O2,C,,,,,,,,,,,,,,,,
CHE102,The reduction of a ketone with NaBH4 yields what?,A primary alcohol,A secondary alcohol,A tertiary alcohol,An aldehyde,B,,,,,,,,,,,,,,,,
CHE102,What is the hybridization of carbon in diamond?,sp,sp2,sp3,sp3d,C,,,,,,,,,,,,,,,,
CHE102,Which of the following is a saturated hydrocarbon?,C3H6,C4H8,C5H12,C6H10,C,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3CH2OH with PBr3 produces what?,CH3CH2Br,CH3Br,CH3CH2PO4,CH3CH2Cl,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is an example of a Friedel-Crafts acylation product?,Benzene,Toluene,Acetophenone,Chlorobenzene,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CHO with CH3Li followed by hydrolysis?,Ethanol,Propan-2-ol,Methanol,Butan-2-ol,B,,,,,,,,,,,,,,,,
CHE102,Which of the following has the lowest boiling point?,Butane,Butanol,Butanal,Butanone,A,,,,,,,,,,,,,,,,
CHE102,The reaction of an ester with excess Grignard reagent followed by hydrolysis produces what?,A ketone,An aldehyde,A tertiary alcohol,A secondary alcohol,C,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3C=CH?,Propyne,Propene,Propanol,Propanal,A,,,,,,,,,,,,,,,,
CHE102,Which reagent is used to oxidize a primary alcohol to a carboxylic acid?,PCC,NaBH4,CrO3/H2SO4,H2/Pt,C,,,,,,,,,,,,,,,,
CHE102,The product of the reaction of CH3COCH3 with NH3 is,An amine,An imine,An amide,An enamine,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is a property of alkali metals?,High ionization energy,Low reactivity,Soft and shiny,Insoluble in water,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the hydration of ethyne (C2H2) using HgSO4/H2SO4?,Ethanol,Ethanal,Acetic acid,Ethene,B,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3CH2Cl with NaI in acetone produces what?,CH3CH2I,CH3I,CH3CH2Na,CH3CH2OH,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a characteristic of alkenes?,Contain double bonds,Undergo addition reactions,Are saturated hydrocarbons,Form geometric isomers,C,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH(OH)CH2CH3?,Butan-1-ol,Butan-2-ol,Pentan-2-ol,Propan-2-ol,B,,,,,,,,,,,,,,,,
CHE102,The reaction of benzene with HNO3/H2SO4 produces what?,Nitrobenzene,Benzyl nitrate,Aniline,Toluene,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a halogen?,Sodium,Fluorine,Calcium,Magnesium,B,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3COOH with CH3OH in the presence of H2SO4?,Methyl acetate,Ethyl acetate,Methyl propanoate,Ethyl propanoate,A,,,,,,,,,,,,,,,,
CHE102,The hybridization of carbon in graphite is,sp,sp2,sp3,sp3d,B,,,,,,,,,,,,,,,,
CHE102,Which of the following compounds is most soluble in water?,CH3CH2CH2CH3,CH3CH2OH,CH3CH2CH2COOH,CH3(CH2)10CH3,B,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH=CH2 with HBr in the presence of peroxides?,1-Bromopropane,2-Bromopropane,Propyl bromide,No reaction,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a characteristic of carboxylic acids?,Low boiling points,Form hydrogen bonds,Non-polar,Insoluble in water,B,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2COOCH3?,Methyl propanoate,Ethyl propanoate,Methyl ethanoate,Ethyl ethanoate,A,,,,,,,,,,,,,,,,
CHE102,The reaction of an alkene with KMnO4 in cold dilute conditions produces what?,A ketone,An aldehyde,A diol,An acid,C,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a property of diamond?,High hardness,High thermal conductivity,Good electrical conductor,Covalent network structure,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH2CHO with NaBH4 followed by hydrolysis?,Propan-1-ol,Propan-2-ol,Propanal,Propane,A,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of CH3C(CH3)=CH2 is,2-Methylpropene,1-Butene,2-Butene,3-Methylpropene,A,,,,,,,,,,,,,,,,
CHE102,Which reagent converts an alkyne to a cis-alkene?,H2/Pd,H2/Lindlar’s catalyst,Na/NH3,LiAlH4,B,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3COCl with NH3 produces what?,An amine,An amide,An imine,A nitrile,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is an ortho-para directing group in benzene?,–NO2,–CN,–CH3,–COOH,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the ozonolysis of 2-methyl-2-butene followed by oxidative workup?,Acetone and acetic acid,Acetone only,Acetic acid only,Formaldehyde and acetone,A,,,,,,,,,,,,,,,,
